product_id,product_name,aisle_id,department_id,aisle,department,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,7540,138499,prior,8,0,14,7.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3291489,138499,prior,9,0,20,7.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,304567,138499,prior,12,0,10,7.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2212014,138499,prior,14,6,22,14.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3068355,138499,prior,15,0,10,15.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1917070,138499,prior,17,0,8,9.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2174279,138499,prior,18,0,14,7.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2027486,138499,prior,20,6,23,6.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3069070,138499,prior,21,6,23,7.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2297594,138499,prior,22,3,7,25.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2066444,139009,prior,42,3,15,6.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,404130,139078,prior,6,1,13,13.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1761751,139616,prior,8,2,8,3.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,173823,139923,prior,9,1,6,11.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2776531,139923,prior,12,2,16,5.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3143732,139923,prior,13,3,12,8.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3002247,139923,prior,15,0,19,10.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,18303,139923,prior,16,0,23,14.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3361232,139923,prior,18,1,15,4.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,95868,139923,prior,19,4,13,3.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1757304,139923,prior,20,4,9,14.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2033693,139923,prior,24,4,12,10.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1467440,139923,prior,25,2,8,12.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1074808,140575,prior,19,3,16,6.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,437987,140880,prior,2,6,11,30.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1147524,140922,prior,19,6,8,12.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1562908,141408,prior,12,3,20,21.0,11,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3345716,141541,prior,2,5,12,30.0,7,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2338153,141541,prior,3,5,9,30.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1738187,141541,prior,4,5,14,14.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2932669,141541,prior,5,5,11,30.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,961352,141541,prior,6,6,1,1.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2268907,141541,prior,7,5,11,6.0,8,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1707393,141541,prior,8,5,13,30.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1138028,141541,prior,9,5,4,21.0,8,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2560815,141541,prior,10,5,4,7.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,659679,141541,prior,11,5,13,30.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1595927,141541,prior,12,6,9,1.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1891209,141541,prior,13,5,13,20.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,290741,141608,prior,7,4,11,9.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,435568,141947,prior,1,1,18,,26,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1334389,141947,prior,3,0,17,7.0,25,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,930257,141947,prior,8,2,12,7.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1778932,141947,prior,10,2,15,8.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1564492,141947,prior,12,2,13,7.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1220882,141947,prior,13,2,13,14.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1000770,141947,prior,18,1,2,8.0,13,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3249262,141947,prior,19,1,14,7.0,9,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2624791,142357,prior,4,6,14,11.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,442972,142357,prior,10,6,11,30.0,15,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,19879,142388,prior,7,3,5,15.0,12,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2233318,142525,prior,9,2,8,8.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,538513,143478,prior,16,5,16,6.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1099399,143525,prior,13,2,14,5.0,5,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2233574,143755,prior,1,4,16,,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1237742,143755,prior,3,3,13,7.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2149232,143755,prior,5,4,16,7.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3041037,143755,prior,9,6,14,1.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1794392,143755,prior,10,1,17,2.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3353964,143755,prior,16,1,15,4.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2774853,143755,prior,18,2,16,4.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,854032,143755,prior,19,3,15,1.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2459398,143755,prior,20,5,16,2.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,941556,143755,prior,22,3,16,1.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1511073,143755,prior,24,3,15,5.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2500930,143755,prior,25,5,15,2.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3269875,143755,prior,26,2,13,18.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2146216,143755,prior,31,5,17,3.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1174156,143755,prior,34,5,15,9.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2784956,143928,prior,13,5,17,30.0,8,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3201896,144159,prior,1,6,11,,21,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,58691,144159,prior,3,6,11,6.0,14,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,725419,144159,prior,5,6,15,28.0,26,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2742920,144159,prior,7,2,16,4.0,25,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2325814,144159,prior,8,3,22,15.0,18,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2539322,144159,prior,9,5,12,2.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3277160,144159,prior,11,6,15,6.0,15,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1943351,144159,prior,13,0,10,9.0,30,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2627305,144159,prior,15,6,22,6.0,21,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1131782,144159,prior,18,0,12,10.0,26,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3008544,144222,prior,28,0,15,5.0,11,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1623845,144222,prior,32,1,11,7.0,13,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2351140,144979,prior,5,3,19,30.0,9,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1581931,144979,prior,6,5,18,30.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1456224,144979,prior,7,5,11,21.0,8,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,858395,144979,prior,9,0,21,29.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1027867,144979,prior,11,5,8,30.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,613024,145082,prior,31,2,16,13.0,5,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3236704,145153,prior,1,0,18,,10,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,921519,145361,prior,9,3,12,23.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1294278,145361,prior,10,1,16,19.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2597318,145423,prior,3,5,15,6.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2109664,145504,prior,3,2,14,1.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2774744,145505,prior,9,3,17,2.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,483214,145505,prior,17,1,11,4.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,16132,145505,prior,64,2,10,5.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3343933,145828,prior,3,3,22,0.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1600275,145828,prior,4,5,0,9.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1734920,145828,prior,5,5,7,21.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,599374,145828,prior,6,4,17,6.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,449305,145828,prior,7,4,8,7.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2091909,145828,prior,8,5,5,8.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3009847,145828,prior,10,3,19,5.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3308893,145828,prior,11,3,18,7.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2850599,145828,prior,12,4,15,8.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,837548,145828,prior,13,5,6,8.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3308661,145828,prior,15,5,6,6.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,738334,146757,prior,5,2,9,7.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3156158,146872,prior,8,4,11,13.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2396469,146872,prior,19,3,5,1.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1834873,146872,prior,22,4,22,5.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,808120,146872,prior,26,1,6,3.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,434582,146872,prior,35,3,16,1.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2149117,146872,prior,44,6,16,5.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1428312,146872,prior,45,1,5,2.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1402634,146872,prior,55,4,10,2.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3255908,146872,prior,59,1,16,0.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1157193,146872,prior,61,5,9,2.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3331423,146872,prior,75,5,6,2.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1142424,146872,prior,92,3,17,1.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1492542,147078,prior,33,2,14,1.0,7,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1025756,147082,prior,5,4,17,30.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2377420,147266,prior,1,1,9,,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,391185,148027,prior,18,3,9,7.0,8,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2944413,148118,prior,1,2,13,,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3032056,148255,prior,15,0,12,8.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1268536,148255,prior,16,0,16,7.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1713495,148255,prior,17,0,15,7.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,24367,148255,prior,18,6,17,6.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2082952,148255,prior,20,1,9,9.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1763568,148255,prior,21,0,19,6.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3205544,148357,prior,2,3,22,30.0,5,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,866917,148369,prior,2,5,14,8.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1977356,148863,prior,3,4,21,0.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1199665,148910,prior,7,6,16,14.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1813466,149145,prior,2,2,22,24.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2163336,149269,prior,34,5,20,1.0,5,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1532748,149303,prior,1,4,11,,5,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,410269,149311,prior,4,1,17,4.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1493603,149311,prior,25,3,10,14.0,12,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3353902,149311,prior,26,1,17,5.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1845575,149311,prior,27,1,12,7.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1595680,149311,prior,28,5,15,11.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2491172,149311,prior,30,2,10,7.0,11,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,438077,149488,prior,9,6,14,15.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1992206,149549,prior,1,0,7,,9,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2635487,149705,prior,2,4,17,9.0,5,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3213999,149926,prior,3,1,9,30.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,819761,150200,prior,1,1,16,,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2550702,150200,prior,4,3,7,8.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2414109,150200,prior,14,2,8,13.0,10,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,871235,150333,prior,1,2,14,,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1484697,150333,prior,5,3,17,7.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1800124,150333,prior,9,3,15,12.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2935538,150333,prior,14,0,13,12.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2830926,150333,prior,17,1,18,4.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2994495,150333,prior,19,2,17,1.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3203239,150333,prior,21,3,18,8.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2759266,150333,prior,23,1,18,19.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,556678,150333,prior,26,2,15,30.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2998689,151130,prior,1,6,13,,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1715986,151158,prior,8,5,17,8.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2256210,151297,prior,3,5,13,30.0,10,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2024892,151297,prior,4,4,10,30.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2744698,151427,prior,4,0,8,30.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1534128,152286,prior,2,5,11,30.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,969214,152665,prior,8,4,12,18.0,8,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1524777,152845,prior,4,4,12,23.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,635002,153141,prior,5,2,11,30.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,899837,153823,prior,25,4,16,30.0,17,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,677827,154260,prior,2,4,12,13.0,20,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,961690,154260,prior,11,2,11,5.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,195952,154260,prior,22,3,12,9.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2008475,155302,prior,1,1,8,,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2414969,155563,prior,14,2,10,30.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2514481,156017,prior,4,4,14,26.0,5,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,508820,156318,prior,19,1,17,30.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,217417,156471,prior,3,4,17,14.0,8,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3037229,156471,prior,10,3,20,30.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1034058,156624,prior,22,5,17,4.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2439994,156806,prior,9,5,16,6.0,7,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2494624,157496,prior,31,4,8,6.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,409152,157511,prior,9,3,8,30.0,7,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1544494,157654,prior,4,5,10,6.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,232131,157654,prior,6,1,10,28.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2252103,157798,prior,43,4,17,6.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1147086,157800,prior,1,0,22,,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2264873,157800,prior,2,1,13,8.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3011031,157800,prior,3,1,13,14.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,186054,157800,prior,4,2,14,22.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,85158,157800,prior,9,2,11,16.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2311754,157800,prior,10,6,10,4.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2618986,157800,prior,22,5,10,10.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3416714,157800,prior,23,3,14,12.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,618087,157800,prior,26,0,10,10.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1084372,157800,prior,28,5,16,7.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,383243,157800,prior,30,3,18,8.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,958475,157800,prior,32,0,20,22.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1315656,157915,prior,8,0,11,9.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2033091,157915,prior,11,1,10,7.0,10,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2485793,157915,prior,13,3,17,16.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2188502,157915,prior,15,1,2,19.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1964493,157915,prior,16,1,12,14.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,268506,157915,prior,20,1,9,20.0,13,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1632219,157915,prior,21,2,10,15.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1779538,157915,prior,25,2,10,14.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3196461,157915,prior,28,4,13,16.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,872824,158421,prior,5,3,9,21.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,331056,158591,prior,6,1,9,6.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,503045,158591,prior,8,1,8,11.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1148126,158591,prior,11,5,11,4.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2683390,158591,prior,15,1,10,13.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3341011,158591,prior,22,5,15,4.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2762465,158591,prior,27,2,10,18.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1968528,158591,prior,31,3,10,7.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2378363,158591,prior,32,2,10,13.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,558452,158591,prior,33,5,13,10.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,984729,158591,prior,34,5,13,14.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1884484,158598,prior,8,0,16,25.0,17,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1692053,158645,prior,8,2,14,7.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,591288,158844,prior,20,3,12,6.0,13,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2742508,158844,prior,21,3,12,0.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2809960,158844,prior,22,3,12,14.0,12,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1210960,158844,prior,23,3,15,0.0,8,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2157048,158844,prior,24,3,15,7.0,11,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1581477,158844,prior,25,3,15,0.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2193305,158844,prior,26,3,11,7.0,18,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,491203,159791,prior,17,5,0,3.0,18,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1969070,160886,prior,3,2,22,10.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3389967,161636,prior,14,4,17,9.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1566626,161636,prior,19,3,10,13.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,528251,161636,prior,27,1,17,9.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2532838,162003,prior,4,4,14,27.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,23202,162394,prior,2,3,12,7.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2655966,162750,prior,20,0,18,5.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2536288,162795,prior,1,5,16,,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,932597,162795,prior,3,5,17,7.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3210344,162795,prior,4,5,14,14.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2440413,162795,prior,5,5,17,7.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,101004,162795,prior,6,5,18,7.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,388491,162795,prior,8,5,15,4.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,416217,162795,prior,10,5,14,7.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2706938,162795,prior,12,5,13,8.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2244758,162795,prior,13,1,12,10.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1785164,162795,prior,14,1,15,14.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,545822,162795,prior,15,4,15,3.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2542360,163386,prior,5,3,7,6.0,7,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1870503,163386,prior,8,2,8,19.0,21,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1519480,164716,prior,2,4,19,28.0,9,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,378189,164788,prior,7,3,19,30.0,2,0
